t,ax,ay,az,gx,gy,gz
1227801480,-0.0071,0.0297,0.9229,-8.6060,-4.7607,4.0894
1227811480,0.0147,0.0339,0.9632,-9.5215,-4.3945,5.4321
1227821485,0.0134,0.0349,0.9732,-7.9346,-5.8594,4.6997
1227831482,-0.0078,0.0258,0.9483,-6.7139,-7.8735,3.9673
1227841481,0.0159,0.0363,0.9119,-5.4321,-9.7656,3.6011
1227851485,0.0156,0.0371,0.8643,-4.9438,-10.3149,1.9531
1227861477,0.0027,0.0307,0.8658,-9.5215,-7.9346,0.7935
1227871481,0.0039,0.0324,0.8875,-13.0615,-3.2959,1.8311
1227881485,-0.0063,0.0258,0.9153,-16.7236,2.9907,3.3569
1227891481,-0.0181,0.0212,0.9554,-18.9819,7.8125,3.5400
1227901484,-0.0613,0.0207,1.0486,-21.2402,18.4326,3.4790
1227911479,-0.1113,0.0261,1.0950,-20.8740,25.4517,3.8452
1227921477,-0.2009,0.0227,1.1136,-16.5405,26.6724,5.3101
1227931479,-0.2358,0.0178,1.0992,-11.9629,20.2026,7.2632
1227941480,-0.2778,0.0324,1.0213,-3.6011,2.3804,11.5356
1227951484,-0.2568,0.0222,0.9134,0.4883,-9.6436,15.6250
1227961477,-0.2173,-0.0074,0.8482,-1.1597,-24.7192,18.6157
1227971479,-0.2253,-0.0289,0.8841,-4.8218,-30.4565,19.2871
1227981480,-0.2327,-0.0386,0.9820,-7.5684,-29.7241,19.9585
1227991484,-0.2678,-0.0496,1.0399,-8.9111,-18.9209,18.9819
1228001480,-0.3191,-0.0535,1.0897,-12.2681,6.8359,21.0571
1228011484,-0.3577,-0.0508,1.1314,-13.1836,21.0571,22.1558
1228021481,-0.3935,-0.0372,1.1317,-11.2915,28.6255,24.2310
1228031479,-0.4109,-0.0457,1.0089,-6.1035,25.5737,26.9775
1228041482,-0.4238,-0.0657,0.9686,-7.0801,14.9536,28.7476
1228051479,-0.4512,-0.0713,1.0233,-10.9253,-4.5166,33.6914
1228061512,-0.4563,-0.0889,1.0870,-10.0708,-14.4043,37.0483
1228071484,-0.4431,-0.0977,1.1715,-9.0942,-17.5781,43.6401
1228081482,-0.4153,-0.0940,1.2083,-8.9111,-12.1460,48.5229
1228091479,-0.3599,-0.0870,1.2623,-9.3384,3.9673,54.0161
1228101480,-0.3210,-0.0845,1.3028,-9.1553,15.4419,56.2134
1228111474,-0.2949,-0.0875,1.3214,-6.8359,25.0854,58.2275
1228121481,-0.2925,-0.0892,1.3455,-4.3945,23.1934,59.3872
1228131480,-0.2378,-0.0872,1.3773,0.3052,13.0005,62.2559
1228141481,-0.2288,-0.0848,1.3724,4.8218,3.8452,62.9883
1228151479,-0.1601,-0.0784,1.4017,7.5684,-5.1880,65.1245
1228161482,-0.1531,-0.0733,1.4744,8.6060,-6.2256,65.5518
1228171484,-0.0688,-0.0667,1.5501,12.2681,10.1318,68.3594
1228181480,-0.0215,-0.0601,1.5887,15.5029,29.0527,68.6035
1228191479,0.0435,-0.0621,1.5626,20.8130,65.5518,65.3076
1228201485,0.0386,-0.0735,1.5176,22.4609,83.1909,62.8052
1228211479,-0.0122,-0.0733,1.4822,24.8413,84.6558,58.2275
1228221485,-0.0662,-0.0860,1.5045,27.7710,66.4673,57.7393
1228231479,-0.1059,-0.0784,1.5281,30.9448,44.8608,59.3262
1228241485,-0.1475,-0.0799,1.5948,36.0107,11.6577,62.8662
1228251479,-0.0842,-0.0506,1.6951,39.7339,-0.3052,69.2749
1228261480,0.0769,-0.0047,1.7733,50.4761,8.3008,71.8994
1228271474,0.1350,-0.0059,1.7125,57.5562,28.3203,69.7632
1228281485,0.1909,-0.0108,1.6412,62.6831,51.9409,66.4063
1228291479,0.2217,-0.0218,1.5526,67.8711,51.7578,64.3921
1228301481,0.2656,-0.0203,1.4507,71.1060,34.3628,60.5469
1228311484,0.2510,-0.0169,1.4383,70.6787,20.8130,57.6782
1228321480,0.2356,-0.0140,1.4385,72.3877,5.5542,56.7627
1228331479,0.2879,-0.0030,1.4366,75.1343,0.7324,56.1523
1228341482,0.3079,-0.0054,1.3560,82.7026,3.8452,50.5371
1228351484,0.2761,-0.0020,1.2994,84.3506,10.0708,47.7295
1228361492,0.3240,0.0136,1.2188,86.2427,15.0146,47.5464
1228371479,0.3350,0.0319,1.1903,88.6230,9.3994,45.6543
1228381485,0.3762,0.0507,1.1468,90.2710,4.7607,44.4946
1228391480,0.4124,0.0737,1.1568,89.9048,2.4414,43.7622
1228401480,0.4807,0.0769,1.1124,93.5669,-3.1128,38.9404
1228411479,0.4981,0.0815,1.0921,96.8628,-8.7891,33.6914
1228421480,0.4744,0.1071,0.9742,101.0132,-17.0288,27.2217
1228431479,0.4961,0.1328,0.9110,102.0508,-20.9961,24.7192
1228441480,0.6004,0.1533,0.7164,101.9287,-23.8647,18.1274
1228451484,0.6023,0.1674,0.6722,97.6563,-26.0010,10.3760
1228461480,0.5982,0.1750,0.6839,92.5293,-26.6724,4.9438
1228471480,0.6238,0.2031,0.7493,90.0269,-23.6816,-2.8687
1228481487,0.5894,0.2248,0.7042,90.8203,-19.1040,-8.9722
1228491480,0.5076,0.2482,0.6126,89.2944,-20.9351,-14.8926
1228501482,0.5300,0.2690,0.6021,87.9517,-28.0762,-15.6250
1228511479,0.5332,0.2915,0.5428,86.4868,-43.2739,-20.6299
1228521485,0.5315,0.3142,0.5364,84.1675,-53.4058,-23.9258
1228531479,0.5369,0.3500,0.4937,82.9468,-64.5752,-29.7241
1228541482,0.5464,0.3505,0.3746,82.3364,-63.8428,-34.5459
1228551479,0.5833,0.3581,0.3248,69.0308,-48.9502,-43.1519
1228561480,0.6045,0.3557,0.4019,58.8379,-35.6445,-48.0347
1228571479,0.5630,0.3583,0.4669,50.4150,-20.5688,-58.8989
1228581485,0.4863,0.3659,0.5015,49.1333,-11.9629,-65.4907
1228591474,0.3088,0.3740,0.4586,47.5464,-1.4038,-71.5942
1228601481,0.2546,0.3979,0.4234,46.3867,1.2817,-70.4346
1228611480,0.2004,0.4204,0.3387,45.5322,-8.5449,-69.5801
1228621485,0.1924,0.4238,0.3326,41.1377,-16.2964,-67.5659
1228631479,0.2305,0.4367,0.3577,35.8887,-19.7144,-67.3828
1228641480,0.2185,0.4289,0.3277,35.2173,-19.5313,-70.0073
1228651479,0.2136,0.4082,0.2889,31.2500,-18.0054,-73.9746
1228661481,0.2007,0.3937,0.2474,28.3813,-12.6953,-77.8809
1228671479,0.0635,0.3708,0.1675,22.7661,-3.9673,-84.5947
1228681480,-0.0127,0.3703,0.1834,15.1978,-3.1128,-84.0454
1228691479,-0.0093,0.3828,0.2471,8.9722,-5.4321,-80.8716
1228701477,0.0210,0.3645,0.3179,6.1646,-14.2822,-81.2378
1228711474,-0.0405,0.3720,0.3607,3.7842,-22.8271,-83.4961
1228721485,-0.1252,0.3872,0.3900,4.8828,-36.3159,-83.3740
1228731479,-0.0767,0.4084,0.3653,5.0049,-38.7573,-82.4585
1228741480,-0.0749,0.4094,0.3096,2.5635,-36.9873,-88.6841
1228751479,-0.1257,0.4030,0.3345,-2.1362,-33.1421,-91.7358
1228761485,-0.2268,0.4147,0.3665,-6.7139,-24.1089,-93.5059
1228771484,-0.3130,0.4106,0.3587,-8.5449,-21.7896,-92.5293
1228781485,-0.3638,0.4211,0.3511,-11.6577,-24.0479,-87.8906
1228791479,-0.3889,0.4074,0.3309,-13.4888,-29.6631,-85.3271
1228801480,-0.4351,0.3781,0.3084,-18.0054,-38.9404,-80.7495
1228811480,-0.4524,0.3652,0.3135,-22.9492,-42.7246,-76.9043
1228821480,-0.4311,0.3620,0.3780,-31.8604,-44.7998,-69.7021
1228831474,-0.4214,0.3776,0.4534,-34.9121,-45.2881,-66.7725
1228841480,-0.4155,0.3864,0.4554,-34.9731,-42.2974,-64.2700
1228851479,-0.4397,0.3813,0.4368,-37.0483,-36.8042,-64.1479
1228861485,-0.5051,0.3569,0.4359,-43.8843,-25.1465,-62.3169
1228871480,-0.5627,0.3422,0.4901,-48.0957,-22.0947,-58.6548
1228881480,-0.5603,0.3259,0.5548,-49.1943,-25.0854,-50.3540
1228891479,-0.5400,0.3115,0.5394,-48.8281,-27.5269,-46.3257
1228901484,-0.5317,0.2968,0.5548,-51.5747,-27.6489,-41.7480
1228911482,-0.5290,0.2851,0.5628,-53.6499,-21.6675,-39.4287
1228921480,-0.5886,0.2724,0.5733,-56.8237,-13.5498,-38.7573
1228931481,-0.7026,0.2385,0.6375,-59.2651,-3.1128,-33.6304
1228941481,-0.7087,0.2238,0.6693,-58.2275,2.9907,-29.2969
1228951480,-0.7551,0.2785,0.6636,-52.8564,1.4648,-23.9258
1228961482,-0.7253,0.2907,0.5938,-48.6450,-9.0942,-17.8223
1228971485,-0.5869,0.3383,0.5631,-45.2271,-29.5410,-12.5122
1228981481,-0.5298,0.2961,0.4363,-43.6401,-34.8511,-9.0942
