t,ax,ay,az,gx,gy,gz
1335521481,-0.0569,-0.0608,1.0003,-6.8359,-15.7471,8.2397
1335531481,-0.0474,-0.0525,0.9761,-3.9062,-10.3760,7.2021
1335541485,-0.0566,-0.0462,0.9337,-3.7842,-7.6904,7.2632
1335551485,-0.0725,-0.0462,0.9127,-5.0049,-7.2021,7.0190
1335561481,-0.0842,-0.0357,0.9271,-6.9580,-12.6953,7.2632
1335571485,-0.0847,-0.0369,0.9371,-6.2866,-18.1885,7.3853
1335581502,-0.0933,-0.0379,0.9564,-6.7749,-23.3765,7.2021
1335591481,-0.0906,-0.0450,0.9735,-7.4463,-23.8647,7.0801
1335601480,-0.1536,-0.0555,0.9446,-6.8970,-20.2026,5.3101
1335611481,-0.2124,-0.0567,0.9224,-6.7139,-16.2354,5.6152
1335621481,-0.2541,-0.0491,0.8814,-9.6436,-9.0942,10.0708
1335631481,-0.2537,-0.0574,0.8831,-10.9863,-9.9487,12.2070
1335641485,-0.2539,-0.0738,0.9212,-13.3667,-18.3716,13.2446
1335651481,-0.2932,-0.0723,0.9725,-14.5264,-26.9165,13.5498
1335661481,-0.2922,-0.0806,1.0318,-13.7329,-33.0200,16.7847
1335671481,-0.2866,-0.0855,1.0843,-12.3291,-34.2407,18.8599
1335681485,-0.3020,-0.0977,1.0526,-7.3242,-26.0010,21.7896
1335691482,-0.3159,-0.0918,1.0333,-6.3477,-18.4937,24.0479
1335701485,-0.3022,-0.0918,1.0015,-6.2256,-8.8501,28.6865
1335711480,-0.2756,-0.0889,0.9954,-7.8125,-7.5073,31.6772
1335721480,-0.2371,-0.0926,1.0569,-10.2539,-12.9395,33.4473
1335731480,-0.2515,-0.1043,1.0980,-10.2539,-18.7378,33.7524
1335741480,-0.2856,-0.1180,1.1549,-8.8501,-26.0010,36.2549
1335751485,-0.2695,-0.1248,1.1724,-5.7373,-27.4048,39.6118
1335761480,-0.2661,-0.1353,1.1663,-2.1362,-24.1699,43.6401
1335771480,-0.2727,-0.1395,1.1724,-0.7935,-21.6675,46.4478
1335781480,-0.2339,-0.1402,1.1653,1.5259,-19.5923,50.2930
1335791485,-0.1440,-0.1448,1.1788,2.9297,-19.2261,51.3916
1335801481,-0.1174,-0.1480,1.2217,4.2114,-22.2168,50.0488
1335811480,-0.1296,-0.1541,1.2637,8.4229,-28.8696,48.8892
1335821485,-0.1345,-0.1646,1.2435,12.2681,-31.4941,50.1099
1335831481,-0.1384,-0.1551,1.2310,14.6484,-35.6445,53.3447
1335841485,-0.1233,-0.1512,1.2183,15.6860,-39.5508,56.3965
1335851481,-0.0986,-0.1338,1.2291,17.4561,-46.2036,61.9507
1335861481,0.0046,-0.1329,1.2396,18.6768,-45.2881,66.7114
1335871480,0.1191,-0.1441,1.2642,20.6299,-36.6211,65.4907
1335881506,0.1226,-0.1502,1.2899,22.0947,-30.7007,63.2935
1335891480,0.1777,-0.1553,1.3172,24.7803,-20.7520,61.4014
1335901489,0.1699,-0.1487,1.3184,26.8555,-15.8081,57.5562
1335911479,0.1492,-0.1500,1.3465,28.1982,-6.8359,54.2603
1335921485,0.1084,-0.1431,1.3494,31.1890,-3.2959,53.7720
1335931479,0.0728,-0.1431,1.3011,35.8276,-5.4321,56.4575
1335941481,0.0659,-0.1253,1.2857,37.2925,-11.5967,59.0820
1335951479,0.1494,-0.1182,1.2769,40.4663,-18.4326,62.4390
1335961480,0.1992,-0.1207,1.2662,42.6636,-20.0806,62.0117
1335971484,0.2161,-0.1199,1.2352,45.2271,-17.5171,59.3872
1335981482,0.2307,-0.1163,1.2366,46.2646,-14.8315,57.0679
1335991539,0.2510,-0.1160,1.2498,46.7529,-6.1035,54.1992
1336001480,0.2402,-0.1080,1.2701,47.5464,-1.0376,52.6123
1336011479,0.2476,-0.0960,1.2713,49.9878,2.1362,52.7344
1336021480,0.2664,-0.0806,1.2174,54.4434,0.7935,51.6357
1336031479,0.2744,-0.0730,1.1819,54.8706,0.6714,50.3540
1336041481,0.2271,-0.0591,1.1422,54.1992,-0.7935,47.1802
1336051479,0.2124,-0.0560,1.1492,53.3447,-1.8921,47.6074
1336061480,0.2588,-0.0477,1.1866,53.7720,1.2207,48.2788
1336071479,0.2576,-0.0442,1.1861,55.0537,6.0425,47.5464
1336081480,0.2429,-0.0362,1.1832,56.2744,8.9111,47.1802
1336091479,0.2537,-0.0247,1.2027,57.7393,2.1362,47.4243
1336101481,0.2888,-0.0057,1.2894,60.8521,-22.6440,46.8140
1336111476,0.3462,0.0146,1.3629,65.3687,-39.8560,46.5698
1336121481,0.3784,0.0280,1.3819,77.3926,-58.7769,44.0674
1336131479,0.3679,0.0363,1.3216,84.8389,-62.8052,42.9077
1336141480,0.3850,0.0290,1.1553,92.4683,-54.2603,43.5791
1336151479,0.3909,0.0312,1.0533,92.8345,-45.1050,44.4336
1336161480,0.5049,0.0690,0.9754,92.5293,-34.0576,46.9971
1336171479,0.5718,0.0578,0.9390,92.8955,-29.9072,43.5181
1336181481,0.6074,0.0712,0.9483,89.2944,-31.4941,37.1704
1336191484,0.6438,0.0781,0.9739,88.7451,-39.0015,34.0576
1336201485,0.6890,0.1113,0.9754,89.7217,-45.5322,27.4048
1336211479,0.6760,0.1257,0.9529,90.3320,-42.1753,21.6675
1336221477,0.6279,0.1540,0.9129,89.5386,-27.7710,16.1743
1336231484,0.5991,0.1770,0.8780,88.2568,-18.2495,15.0146
1336241480,0.6443,0.1892,0.8023,88.3179,-12.8174,14.8315
1336251479,0.6733,0.2004,0.7598,83.6182,-17.5781,9.2163
1336261481,0.7061,0.2202,0.7977,78.9795,-24.4751,4.3335
