t,ax,ay,az,gx,gy,gz
1031061480,0.1860,0.0707,0.9774,-4.3945,-9.5215,7.6904
1031071481,0.2012,0.0607,0.9659,-4.8218,-8.1787,3.4790
1031081481,0.1699,0.0666,0.9720,-5.3711,-7.9956,0.0610
1031091481,0.0899,0.0710,0.9351,-5.9204,-7.0190,-3.1738
1031101480,0.0344,0.0651,0.9341,-6.4087,-8.4839,-3.9673
1031111480,-0.0139,0.0715,0.9490,-8.1787,-10.6201,-1.7090
1031121480,-0.0195,0.0832,0.9776,-9.3994,-11.9629,3.8452
1031131482,-0.0288,0.0727,1.0252,-9.7656,-14.5874,5.1880
1031141480,-0.0063,0.0656,1.0335,-8.1177,-11.5967,7.8125
1031151480,-0.0166,0.0466,1.0394,-9.3384,-12.6343,5.7373
1031161480,-0.1050,0.0156,1.1116,-8.3618,-19.2261,2.2583
1031171477,-0.1987,0.0065,1.1370,-4.9438,-24.3530,2.3193
1031181480,-0.2856,-0.0093,1.1697,0.5493,-30.5176,11.9019
1031191480,-0.2410,0.0129,1.1334,4.3945,-31.3110,21.1182
1031201480,-0.1433,0.0097,1.0557,6.6528,-31.1279,28.4424
1031211480,-0.0940,0.0026,1.0704,3.4180,-28.9917,30.0293
1031221480,-0.0554,-0.0105,1.1653,-3.1738,-15.9912,29.6021
1031231485,-0.0649,-0.0127,1.2222,-3.9673,-3.7842,27.8320
1031241482,-0.0920,-0.0137,1.2457,-2.6245,10.3760,27.0386
1031251482,-0.0881,-0.0052,1.2593,-0.3662,12.7563,26.6724
1031261480,-0.1416,-0.0149,1.2322,4.5776,6.1035,28.5034
1031271480,-0.1370,-0.0279,1.2330,5.3711,2.0142,33.3252
1031281481,-0.1140,-0.0420,1.2786,5.1880,-0.6714,41.2598
1031291480,-0.0842,-0.0398,1.3250,7.3242,-0.2441,45.9595
1031301482,-0.0308,-0.0262,1.3560,14.0381,2.1362,52.0630
1031311480,0.0147,-0.0152,1.3438,18.7988,3.9673,54.9316
1031321477,0.0752,-0.0108,1.3038,23.6206,4.2725,55.7251
1031331485,0.1065,-0.0162,1.2989,25.0244,3.2959,55.3589
