t,ax,ay,az,gx,gy,gz
956119477,-0.1481,0.0488,1.0275,-5.3101,4.7607,-13.7939
956129482,-0.1532,0.0457,1.0255,-3.6621,4.7607,-11.5967
956139476,-0.1686,0.0425,1.0040,0.2441,4.2725,-7.9346
956149477,-0.1781,0.0481,0.9889,0.9155,3.4180,-5.1270
956159476,-0.1737,0.0508,0.9757,1.2817,0.4272,-3.1738
956169478,-0.1713,0.0579,0.9755,0.8545,-0.9766,-2.9907
956179477,-0.1308,0.0493,0.9918,0.0610,-0.5493,-3.2959
956189482,-0.1032,0.0506,0.9965,0.0610,1.8311,-3.6621
956199475,-0.0824,0.0535,0.9994,0.9766,5.3101,-8.0566
956209477,-0.0912,0.0630,1.0123,1.5259,9.0332,-13.0005
956219481,-0.1308,0.0618,1.0160,4.3945,10.5591,-18.4326
956229477,-0.1425,0.0633,1.0111,8.3008,10.7422,-19.9585
956239481,-0.1588,0.0674,0.9872,10.8032,8.4839,-20.9351
956249482,-0.1701,0.0606,0.9828,11.2915,7.5073,-22.1558
956259482,-0.2086,0.0574,0.9645,12.3901,6.2866,-21.2402
956269477,-0.2274,0.0491,0.9525,12.5732,5.0049,-19.1040
956279482,-0.2250,0.0469,0.9848,9.0332,-0.4272,-15.8691
956289477,-0.2187,0.0540,1.0133,8.6060,-2.8687,-16.7847
956299476,-0.2292,0.0667,1.0163,14.4043,-5.1880,-18.1885
956309479,-0.2956,0.0965,0.9574,22.7051,-0.4272,-22.5220
956319478,-0.4013,0.0813,0.9154,24.6582,4.3335,-26.7334
956329482,-0.6278,-0.0122,0.9081,29.6631,9.7046,-27.1606
956339476,-0.9125,-0.1479,0.9140,37.2314,12.6343,-29.2969
956349477,-1.5580,-0.4084,0.9122,59.6313,-2.0752,-33.8745
956359477,-2.2211,-0.5859,0.9227,75.2563,-20.9351,-20.0806
956369477,-3.0971,-1.0073,0.7926,100.9521,-62.3169,61.9507
956379473,-3.2565,-1.2761,0.5705,106.5674,-85.3271,182.7393
956389478,-2.8710,-1.5303,0.2953,36.0107,-68.5425,415.3442
956399477,-2.5128,-1.6504,0.2370,-38.2080,-42.1143,544.0063
956409477,-1.7245,-1.9177,0.2621,-104.4312,-17.8833,686.4014
956419477,-1.1654,-2.0295,0.3407,-132.0801,-8.4229,744.7510
956429482,-0.2965,-2.1562,0.5014,-171.4478,-3.2959,769.3481
956439481,0.2877,-2.1162,0.7147,-187.8052,-8.9111,758.5449
956449477,1.2416,-1.9106,1.2350,-224.7314,-17.8223,724.7314
956459476,1.7015,-1.5088,1.4711,-219.2383,-34.2407,684.6924
956469477,2.0987,-1.0681,1.6193,-173.9502,-50.7202,574.5850
956479476,2.2674,-0.9160,1.5824,-130.1270,-54.1382,499.5728
956489477,2.3114,-0.6662,1.4940,-74.0967,-39.2456,394.6533
956499476,2.1542,-0.6015,1.4076,-51.1475,-29.9072,322.8149
956509477,1.7716,-0.6179,1.2692,-7.1411,-20.6299,235.5347
956519481,1.6297,-0.6628,1.1674,3.2349,-18.0664,200.5005
956529482,1.5890,-0.7121,1.0990,-4.0283,-16.4185,179.1992
956539476,1.6422,-0.6938,1.0973,-23.9258,-21.4844,153.5034
956549477,1.7792,-0.6550,1.1273,-37.8418,-26.9165,132.9956
956559476,1.9835,-0.5735,1.1530,-41.3208,-27.2217,80.2612
956569477,2.0521,-0.5539,1.1530,-32.2876,-22.0947,42.4805
956579476,2.0433,-0.5200,1.1742,-23.0713,0.3052,-20.0195
956589478,1.9576,-0.5276,1.1625,-18.2495,20.9961,-68.1152
956599476,1.7557,-0.6272,0.9935,15.1367,54.9316,-133.3008
956609478,1.5797,-0.6885,0.8915,50.8423,73.8525,-177.7954
956619476,1.2071,-0.7224,0.7885,75.1953,87.4634,-225.5249
956629477,0.9930,-0.7612,0.7682,70.4346,89.0503,-249.9390
956639476,0.7677,-0.7749,0.8815,49.3164,85.3271,-283.5693
956649478,0.7093,-0.7903,1.0189,33.3252,79.7119,-304.5654
956659476,0.7340,-0.7790,1.1823,26.3672,69.7632,-331.3599
956669479,0.8246,-0.8074,1.2567,34.5459,62.9883,-352.9663
956679472,0.8856,-0.8691,1.2846,46.0815,56.4575,-398.3765
956689477,0.7877,-0.8930,1.2277,72.1436,53.8330,-445.0684
956699476,0.5309,-1.0122,1.0980,109.6191,42.9688,-498.3521
956709482,0.3414,-1.0637,1.0443,126.1597,36.9873,-515.9912
956719476,0.0550,-1.1072,1.0111,122.8638,41.5039,-505.0659
956729477,-0.0119,-1.1098,1.0170,97.8394,50.7813,-476.6235
956739477,-0.0209,-1.0056,1.0490,67.5049,72.5708,-437.6831
956749477,0.0221,-0.9592,1.0509,77.5146,86.7920,-434.5093
956759477,0.0167,-0.9382,1.0160,99.6094,91.9189,-446.4111
956769477,-0.1115,-0.7466,1.0617,133.3008,85.2661,-477.6001
956779476,-0.2243,-1.2671,0.8712,112.6099,86.1206,-496.3989
956789473,-0.4435,-1.0119,0.9005,212.8906,56.6406,-526.8555
956799476,-0.6430,-0.9804,0.8620,201.7212,56.7627,-537.0483
956809477,-0.8612,-1.0525,0.7267,201.7212,49.0112,-512.8784
956819476,-1.0414,-0.9909,0.6503,215.0879,40.2832,-496.5820
956829482,-1.2357,-0.9638,0.5399,202.8809,22.0337,-464.0503
956839476,-1.2765,-0.9245,0.5285,170.5322,17.2119,-417.4805
956849477,-1.3236,-0.9089,0.5941,106.8726,38.8794,-356.1401
956859476,-1.3832,-0.8725,0.6332,75.4395,53.3447,-318.7256
956869477,-1.4384,-0.8342,0.6762,55.1758,61.8896,-259.0332
956879476,-1.4879,-0.8559,0.7186,55.2979,52.2461,-230.2246
956889481,-1.6042,-0.8594,0.7990,56.8237,23.2544,-196.7163
956899477,-1.6549,-0.9111,0.8456,62.9272,5.4932,-168.7012
956909477,-1.6872,-1.0242,0.8436,86.3647,-14.5874,-123.5962
956919477,-1.7306,-1.0129,0.7497,109.1919,-26.7334,-85.1440
956929482,-1.8808,-0.9841,0.5490,115.5396,-24.9023,-25.8789
956939477,-2.0453,-0.9375,0.3891,104.0039,-26.2451,17.5781
956949486,-2.2770,-0.8584,0.1176,64.9414,-30.5786,118.8354
956959477,-2.3427,-0.7829,-0.0221,20.5688,-28.5645,200.9888
956969477,-2.0963,-0.7388,-0.0748,-71.2891,-22.5220,329.4678
956979477,-1.7804,-0.7295,0.0033,-131.6528,-24.6582,404.1138
956989477,-1.4313,-0.7502,0.1271,-183.2886,-32.2266,459.7168
956999480,-0.9108,-0.8176,0.3905,-234.6802,-51.7578,514.8315
957009482,-0.4379,-0.9233,0.6420,-263.6108,-60.2417,529.2969
957019477,0.3844,-1.1247,1.0929,-320.0684,-57.4341,526.1230
957029477,0.8875,-1.1113,1.3253,-350.0366,-82.6416,518.0664
957039477,1.4903,-0.8015,1.6764,-335.5713,-113.5254,494.0186
957049479,1.8768,-0.4062,1.9245,-279.1138,-99.4263,483.9478
957059478,2.2357,-0.0840,2.0741,-138.9771,-80.6885,444.8853
957069482,2.2120,0.1487,1.8932,-54.0771,-59.9365,340.4541
957079477,1.5567,0.2957,1.6198,27.4658,-22.9492,141.1743
957089478,1.1029,0.2071,1.5102,70.6787,-12.3901,72.4487
957099478,0.6964,0.0867,1.3161,102.9663,-2.0752,66.8945
957109478,0.5824,0.0237,1.1903,80.1392,15.0146,81.6650
957119478,0.5194,-0.0298,1.0814,17.2729,44.7998,105.7739
957129477,0.5074,-0.0332,1.0431,-11.7187,58.1055,115.9668
957139477,0.5338,-0.0227,1.0372,-33.3252,60.6689,121.1548
957149477,0.5841,-0.0010,1.0624,-41.7480,50.9644,110.9619
957159483,0.5790,0.0181,1.0944,-34.4238,32.8979,74.0967
957169482,0.4896,0.0579,1.0851,-12.2681,19.9585,44.9829
957179478,0.2867,0.0891,1.0160,26.4282,-2.3193,8.1177
957189477,0.1683,0.0896,0.9640,39.1235,-16.7847,-6.4697
957199477,0.0755,0.0657,0.9254,31.6772,-27.6489,-12.2681
957209482,0.0719,0.0486,0.9252,16.8457,-23.8037,-8.1787
957219474,0.0687,0.0479,0.9354,0.6104,-12.0239,1.5259
957229482,0.0763,0.0613,0.9496,-17.5781,6.7139,14.5874
957239482,0.0931,0.0718,0.9691,-22.7051,14.0991,15.9302
957249478,0.0848,0.0545,1.0167,-22.1558,18.1885,5.0659
957259477,0.0692,0.0279,1.0519,-19.8364,16.6626,-3.8452
957269472,0.0233,0.0029,1.0849,-15.8691,11.7187,-12.8784
957279479,-0.0214,0.0020,1.0934,-10.4370,6.8359,-17.8223
957289478,-0.1032,0.0025,1.0805,2.1362,-1.7090,-24.7803
957299482,-0.1447,0.0027,1.0541,8.9722,-5.8594,-27.0996
957309479,-0.1979,0.0012,1.0282,10.9863,-8.4229,-25.4517
957319478,-0.2201,0.0073,1.0138,8.8501,-8.2397,-20.5078
