t,ax,ay,az,gx,gy,gz
222213482,0.0415,-0.0013,1.0299,6.8359,1.9531,0.9155
222223477,0.0427,-0.0023,1.0497,6.7749,2.0142,0.8545
222233482,0.0427,0.0031,1.0360,6.8359,1.9531,0.8545
222243485,0.0373,0.0009,1.0370,6.8359,1.9531,0.8545
222253482,0.0424,-0.0011,1.0387,6.8970,1.8921,0.7935
222263480,0.0429,-0.0013,1.0426,6.7749,1.7700,0.8545
222273481,0.0412,-0.0011,1.0380,6.8359,1.9531,0.9155
222283480,0.0427,0.0028,1.0404,6.7139,1.8921,0.7935
222293481,0.0437,-0.0018,1.0392,6.8359,1.8921,0.7935
222303480,0.0451,0.0023,1.0392,7.0190,1.8311,0.9155
222313481,0.0444,-0.0011,1.0365,6.7749,1.8311,0.7324
222323480,0.0434,-0.0018,1.0390,6.5918,1.6479,0.9155
222333483,0.0422,0.0004,1.0397,6.7749,1.6479,0.6714
222343480,0.0422,-0.0006,1.0397,6.9580,1.8921,0.7935
222353481,0.0456,-0.0011,1.0404,6.8970,1.8921,0.9155
222363480,0.0451,0.0021,1.0424,7.2021,2.0752,0.8545
222373486,0.0446,-0.0013,1.0448,6.9580,2.0142,0.8545
222383507,0.0432,0.0035,1.0382,7.0190,2.0142,0.7935
222393482,0.0405,-0.0006,1.0380,7.2021,2.0142,0.9766
222403485,0.0236,0.0011,1.0453,7.2632,2.1362,1.8311
222413481,0.0378,-0.0465,1.0358,7.4463,2.6855,12.8174
222423485,0.0625,0.0011,1.0270,6.9580,2.0142,25.6958
222433486,0.0810,0.0126,1.0854,11.5967,2.0142,20.9351
222443480,0.0717,0.0275,1.0736,32.2266,4.0283,15.1367
222453482,0.0588,0.0267,1.0631,35.2783,1.8921,13.2446
222463485,0.0556,0.0253,1.0483,37.1704,2.3193,19.5923
222473483,0.0502,0.0223,1.0233,39.9780,1.5869,24.1089
222483485,0.0615,0.0267,1.0627,40.8936,-1.1597,21.6064
222493482,0.0730,0.0333,1.0758,45.8374,2.5635,10.6812
222503485,0.0971,0.0416,1.1056,36.7432,14.1602,4.7607
222513481,0.0622,0.0807,1.0644,23.4375,49.0723,-9.8267
222523481,0.0009,0.0621,1.0544,11.7798,62.3779,-11.1084
222533483,-0.0516,0.0316,1.0592,11.3525,52.6123,-2.5635
222543485,-0.0474,0.0204,1.0951,15.8691,48.8281,2.8687
222553483,-0.0325,0.0455,1.1315,18.6157,51.6357,1.2817
222563481,-0.0481,0.0653,1.1244,13.6719,60.8521,-0.9766
