t,ax,ay,az,gx,gy,gz
386843481,0.0522,0.0084,-0.9659,7.0190,1.8921,0.8545
386853481,0.0539,0.0094,-0.9640,6.7139,1.9531,0.9155
386863480,0.0512,0.0099,-0.9632,6.9580,2.0142,0.8545
386873482,0.0510,0.0096,-0.9613,6.8970,1.9531,0.8545
386883481,0.0515,0.0065,-0.9632,6.8359,1.7700,0.8545
386893485,0.0512,0.0075,-0.9659,6.9580,1.9531,0.7935
386903481,0.0481,0.0109,-0.9647,6.8359,1.9531,0.8545
386913481,0.0524,0.0070,-0.9654,6.8359,1.8311,0.9155
386923483,0.0542,0.0092,-0.9649,6.7749,1.8921,0.9155
386933482,0.0537,0.0082,-0.9630,6.7139,1.8311,0.8545
386943482,0.0488,0.0079,-0.9630,6.7749,1.8921,0.7935
386953482,0.0515,0.0114,-0.9649,6.7749,1.8921,0.7935
386963481,0.0532,0.0114,-0.9647,6.6528,2.0142,0.7935
386973482,0.0500,0.0123,-0.9618,6.7139,1.9531,0.8545
386983478,0.0507,0.0138,-0.9659,6.9580,1.8311,0.7935
386993481,0.0532,0.0121,-0.9615,6.8359,1.8921,0.7935
387003482,0.0566,0.0070,-0.9647,6.9580,2.0752,0.9155
387013486,0.0532,0.0040,-0.9644,6.9580,1.8921,0.7935
387023482,0.0520,0.0070,-0.9642,6.8359,1.9531,0.9155
387033482,0.0561,0.0096,-0.9654,6.8970,1.8311,0.7935
387043485,0.0500,0.0087,-0.9627,6.8970,2.0142,0.8545
387053481,0.0517,0.0118,-0.9630,6.9580,2.0142,0.7935
387063481,0.0507,0.0121,-0.9647,7.0801,1.7700,0.7324
387073482,0.0493,0.0116,-0.9642,6.8970,1.8921,0.8545
387083481,0.0524,0.0087,-0.9625,6.9580,2.0752,0.8545
387093477,0.0537,0.0028,-0.9657,6.7749,1.8311,0.9155
387103482,0.0512,0.0065,-0.9620,6.9580,2.0752,0.7935
387113481,0.0520,0.0045,-0.9674,6.5918,2.2583,0.8545
387123483,0.0522,0.0084,-0.9642,5.7373,3.5400,0.7935
387133482,0.0600,0.0531,-0.9630,6.8359,1.5259,0.9766
387143486,0.0278,0.1632,-0.9715,7.6904,0.0610,-2.6855
387153481,0.0918,0.2272,-0.9102,7.0801,0.9155,-12.3291
387163481,0.0698,0.0778,-0.9669,2.3804,10.4980,-9.1553
387173483,0.0427,0.0358,-0.9168,6.3477,3.3569,-5.9204
387183481,0.0207,0.0260,-0.9425,6.9580,2.0142,-10.1929
387193482,0.0141,0.0514,-0.8707,6.1035,2.6245,-16.2354
387203482,0.0769,-0.0267,-0.9874,7.0190,2.9907,-21.3013
387213482,0.0537,-0.0194,-1.0340,7.0801,1.7090,-28.7476
387223483,0.0883,-0.0284,-0.9818,7.0190,2.2583,-27.2217
387233483,0.0200,0.0651,-0.9381,8.3618,1.0376,-25.4517
387243482,0.0647,0.0055,-1.0250,7.6904,2.3193,-32.5317
387253478,0.0820,-0.0341,-1.0372,7.2021,3.2959,-31.2500
387263486,0.0810,0.0424,-0.9535,8.1787,-0.6104,-28.5645
387273482,0.0419,0.0299,-0.7743,7.3242,4.5776,-27.7100
387283482,0.0549,-0.0655,-0.9989,9.1553,-3.9062,-17.4561
387293483,0.0268,0.0094,-0.9483,5.3711,5.9814,-19.4092
387303481,0.0502,0.0026,-0.9542,11.4136,-7.2021,-18.6157
387313482,0.0507,-0.0184,-0.9769,13.6719,-12.8784,-16.5405
387323478,0.0358,0.0382,-1.0606,6.9580,1.5869,-18.0664
387333481,-0.0081,0.1163,-0.9835,7.9346,1.0986,-22.1558
387343481,0.0722,0.1119,-0.9005,8.2397,0.9766,-20.8130
387353481,0.0883,0.0272,-0.9566,6.3477,2.3193,-18.9209
387363481,0.1001,0.0302,-0.8521,7.7515,0.1221,-14.5874
387373481,0.0344,-0.0575,-0.9710,6.9580,1.8311,-15.0757
387383481,0.0656,-0.0463,-0.9171,7.6294,-0.1221,-18.1274
387393481,0.0346,-0.0394,-1.0435,5.3101,4.6997,-16.4795
387403481,0.0112,-0.0253,-0.9771,5.1270,4.5776,-18.7988
387413486,0.0493,0.0372,-0.7450,7.3853,1.2207,-21.0571
387423482,0.0319,0.0028,-0.9820,9.0332,-1.7700,-27.5269
387433481,0.0615,0.0326,-0.9159,8.0566,-0.1831,-23.5596
387443482,0.0388,0.0013,-0.9203,4.4556,7.6904,-19.6533
387453512,0.0654,-0.0023,-0.9625,5.7983,5.4932,-16.1133
387463478,0.0703,0.0568,-0.8900,9.2163,-3.2959,-14.8315
387473486,0.0217,0.0150,-0.8819,6.2256,3.7231,-13.3667
387483486,0.0310,-0.0060,-1.0172,5.8594,2.9907,-11.7187
387493486,0.0229,-0.0314,-1.0040,7.6294,0.3662,-12.7563
387503481,0.0810,0.0035,-0.9976,6.8970,2.1362,-11.1084
387513478,0.0512,0.0153,-0.9723,9.3994,-3.4790,-12.5122
387523481,0.0651,0.0192,-0.9823,7.2021,1.2207,-11.6577
387533486,0.0405,0.0013,-0.9688,6.6528,2.1362,-11.1084
387543481,0.0891,0.0275,-0.8941,6.5308,3.1738,-9.2773
387553486,0.0053,-0.0436,-1.0460,8.4839,-0.9766,-9.9487
387563481,0.0368,-0.0568,-1.0103,6.7139,3.3569,-10.8032
387573478,0.0329,0.0724,-0.9085,6.7749,1.3428,-15.7471
