t,ax,ay,az,gx,gy,gz
194453483,0.5205,0.8156,-0.2196,17.5171,83.4961,-1.1597
194463480,0.4860,0.8488,-0.2154,23.0103,76.4771,-6.0425
194473483,0.4189,0.8910,-0.2479,21.4233,59.2041,-4.9438
194483481,0.3867,0.8983,-0.2682,19.8975,50.2319,2.6855
194493481,0.3750,0.9093,-0.2977,18.5547,38.5742,11.4136
194503480,0.4382,0.9013,-0.2840,9.0332,17.5171,23.8647
194513481,0.4687,0.8861,-0.2520,6.4697,2.4414,27.7100
194523480,0.4516,0.9015,-0.2535,8.9111,-23.4375,29.4189
194533478,0.4462,0.9059,-0.2599,9.3384,-39.1235,33.9966
194543485,0.4860,0.8778,-0.2142,7.4463,-42.8467,33.6304
194553482,0.5148,0.8637,-0.1820,8.7280,-33.2031,25.3296
194563480,0.5195,0.8903,-0.1566,11.1084,-19.4702,9.4604
194573481,0.5205,0.8905,-0.1678,20.2026,-12.0850,8.5449
194583485,0.5424,0.8634,-0.1954,30.6396,3.8452,4.3945
194593483,0.5271,0.8495,-0.2306,36.0718,19.3481,-2.3193
194603485,0.4672,0.8348,-0.3202,41.5039,25.7568,-8.6060
194613482,0.4362,0.8402,-0.3692,37.6587,19.4702,-7.6294
194623480,0.4060,0.8307,-0.4100,33.6914,18.9819,-4.8218
194633482,0.3884,0.8390,-0.4320,30.4565,26.0010,-5.5542
194643480,0.3793,0.8258,-0.4542,25.9399,26.8555,-0.7324
194653483,0.3981,0.8077,-0.4417,20.6299,15.8691,5.9814
194663480,0.4650,0.7909,-0.4154,12.0850,6.4697,9.6436
194673482,0.4816,0.7794,-0.4264,11.9019,7.8125,7.0801
194683485,0.4802,0.7697,-0.4591,8.9111,5.0049,3.4180
194693481,0.4692,0.7731,-0.4566,3.6621,-1.0376,2.1362
194703485,0.4638,0.7880,-0.4515,-2.8076,-7.1411,0.4883
194713481,0.4523,0.7955,-0.4183,-5.8594,-4.2114,-2.5024
194723485,0.4482,0.8087,-0.3917,-7.4463,2.6855,-7.8735
194733477,0.3547,0.7760,-0.3333,-5.4321,21.6064,-15.4419
194743480,0.4260,0.7955,-0.2909,-5.9814,21.1182,-15.9912
194753482,0.3564,0.8617,-0.2552,-6.2866,10.0708,-24.3530
194763481,0.2724,0.9279,-0.2369,-3.4180,3.6011,-22.8882
194773481,0.2590,0.8983,-0.2694,0.7935,-0.4883,-6.4697
194783485,0.2307,0.9076,-0.2865,0.7324,-8.7891,-3.4790
194793481,0.2124,0.9276,-0.3150,-5.2490,-29.2358,8.7280
194803485,0.2478,0.9332,-0.3111,-6.7139,-36.0718,18.9819
194813481,0.3332,0.9030,-0.2882,-4.9438,-36.6821,26.9165
194823480,0.4106,0.8917,-0.2838,0.0610,-30.0903,25.5737
194833481,0.4885,0.8561,-0.2935,9.3384,-2.8687,11.6577
194843480,0.4863,0.8434,-0.3182,16.7236,15.1367,-1.8921
194853482,0.4406,0.8319,-0.3341,19.5313,28.8696,-15.1367
194863485,0.3820,0.8434,-0.3534,18.8599,26.0620,-19.4702
194873481,0.3107,0.8651,-0.3875,17.8223,20.1416,-17.8833
194883481,0.2922,0.8512,-0.3997,14.8926,17.2729,-13.4888
194893485,0.2790,0.8512,-0.3880,10.8032,15.9302,-7.7515
194903482,0.2780,0.8768,-0.3849,5.4932,6.1646,-3.7231
194913481,0.3147,0.8712,-0.3538,3.6621,-7.5684,7.8735
194923482,0.3510,0.8671,-0.3224,0.6714,-8.7891,8.4839
