t,ax,ay,az,gx,gy,gz
486761481,-0.5674,-0.3184,4.4114,980.4687,-696.4111,91.5527
486771479,-1.1824,-1.2356,3.5916,1177.0630,-861.4502,73.1201
486781485,-1.9582,-1.9634,2.7491,1353.6377,-978.7598,52.9785
486791479,-2.2007,-2.1302,0.1605,1523.1323,-921.9360,143.6157
486801485,-1.6948,-2.0018,-3.4916,1416.0156,-582.1533,222.1680
486811479,0.5872,-2.7884,-7.9872,418.2739,145.0806,273.9258
486821480,1.1524,-1.6382,-7.5458,-525.8179,525.0854,-15.0146
486831479,0.0054,-1.0713,-1.7914,-1212.0361,826.6602,-329.9561
486841481,-0.5217,-1.2623,0.0523,-1264.1602,884.5215,-357.6050
486851480,-1.2773,-1.4717,0.8716,-1094.1772,884.1553,-353.3325
486861482,-1.6206,-1.8335,1.0474,-1006.1646,831.3599,-373.3521
486871479,-2.2305,-1.6541,4.3648,-955.3833,480.6519,-288.2080
486881480,-2.2764,-0.1966,6.8477,-583.3130,109.3750,-170.8374
486891484,-1.3787,1.3769,7.2496,220.5811,-384.2773,-1.3428
486901484,-0.5969,0.4924,5.8897,699.0356,-631.0425,18.7988
486911480,-0.8208,-1.1497,3.9178,1133.8501,-949.0967,11.9019
486921480,-1.3664,-1.6436,3.1881,1260.7422,-1084.4727,-8.2397
486931481,-2.1374,-1.7696,1.0684,1320.9229,-996.0327,11.8408
486941481,-2.1601,-1.7200,-2.2660,1160.1563,-576.2939,45.3491
486951480,-0.7986,-2.3348,-7.4616,203.9795,294.1895,50.6592
486961481,-0.2722,-1.5159,-5.6454,-547.7905,648.1934,-78.3691
486971480,-0.7290,-1.3003,-1.0373,-1120.3613,881.3477,-263.5498
486981480,-1.2651,-1.5999,0.4920,-1217.1021,929.2603,-302.0630
486991485,-1.7778,-1.5308,1.3082,-1133.9722,877.7466,-230.6519
487001480,-1.7251,-1.2813,2.0128,-1056.2134,786.2549,-157.1045
487011477,-2.0503,-1.3248,3.5174,-917.0532,570.1904,-146.6675
487021481,-2.3437,0.3908,6.1863,-438.7207,42.5415,-24.9023
487031485,-1.5564,1.2695,6.7232,25.5127,-264.5264,120.6665
487041481,0.1956,0.5505,4.5184,728.5767,-639.4043,185.9131
487051481,0.1067,-0.2369,3.2842,985.0464,-876.0376,144.4092
487061482,-0.8599,-0.9681,2.6834,1205.5664,-1147.0337,63.2324
487071480,-1.2778,-1.1475,1.9827,1303.4668,-1202.2705,43.2129
487081485,-1.5178,-1.3780,-0.0224,1305.2979,-1062.8052,56.3354
487091481,-1.6338,-1.3462,-2.5241,1146.9727,-725.4028,55.5420
487101480,-0.4914,-2.2254,-7.8476,325.7446,175.8423,33.1421
487111482,-0.1536,-1.7923,-6.5624,-556.8237,650.7568,-144.5923
487121480,-1.2295,-1.4031,-1.7299,-1250.0610,977.3560,-368.7134
487131485,-1.8545,-1.7830,-0.0217,-1350.4028,1054.3823,-361.5723
487141481,-2.1809,-2.0928,0.6299,-1274.2310,1056.6406,-269.9585
487151480,-2.1811,-1.7823,1.4229,-1261.6577,1028.9307,-231.7505
487161482,-2.8652,-1.7198,2.8944,-1108.1543,909.6680,-227.6001
487171485,-3.0083,-1.2772,4.1087,-858.9478,633.4839,-144.4092
487181480,-2.2353,0.8642,6.7664,-300.7202,-20.5688,105.5298
487191481,-0.2461,1.2397,6.8214,283.5083,-475.6470,216.6748
487201485,1.2559,0.1936,3.6893,1046.6309,-962.3413,123.6572
487211485,-0.1877,-0.8660,3.2686,1206.1157,-1170.6543,-48.4619
487221482,-1.6780,-1.7945,3.2818,1338.0127,-1222.9004,-138.5498
487231481,-2.3437,-1.7256,2.0452,1389.5874,-1033.2642,-105.1636
487241480,-2.1831,-1.6260,-0.8967,1331.7261,-637.8174,-28.1982
487251485,-0.7673,-2.0845,-7.5785,590.9424,186.5845,53.2837
487261481,0.1379,-1.6124,-7.7924,-271.8506,644.5923,-153.5034
487271481,-0.6912,-1.4693,-3.4509,-1066.0400,922.5464,-432.6172
487281485,-0.9353,-2.5098,-1.5419,-1265.1367,924.4995,-471.4355
487291481,-0.8879,-3.1338,0.4344,-1328.6743,768.5547,-443.0542
487301481,-0.7822,-2.3665,1.8167,-1291.9312,719.5435,-429.7485
487311481,-2.4722,-2.2168,4.3565,-1025.1465,524.5972,-471.9238
487321480,-3.9880,-1.3924,6.2200,-644.2871,171.8750,-380.4321
487331481,-4.0129,0.4973,7.5848,113.0981,-391.4185,-11.1084
487341485,-2.6431,-0.1959,6.2061,647.9492,-621.0937,140.8081
487351480,-2.1633,-1.5936,3.9415,1120.3003,-799.6216,205.6885
487361481,-2.3689,-2.0843,3.1241,1238.7695,-840.1489,230.0415
487371480,-2.5098,-2.4139,1.6158,1311.8286,-833.3740,279.9072
487381485,-2.0867,-2.1307,0.1319,1297.4243,-762.0239,346.5576
487391480,-0.6030,-1.5752,-3.7844,1002.9907,-307.7393,374.8779
487401480,0.4390,-1.2728,-6.0859,485.8398,101.5015,291.9922
487411480,1.6201,-0.6402,-5.0112,-398.0103,640.7471,-27.4048
487421480,1.5288,-0.3631,-2.7585,-825.2563,825.2563,-220.6421
487431485,0.4902,-0.8445,-0.5641,-1016.2964,844.0552,-393.7378
487441480,-0.5708,-1.1993,-0.2563,-952.4536,756.2256,-432.8003
487451480,-1.8806,-1.4163,0.9036,-921.6309,578.7964,-415.5273
487461485,-2.4670,-1.3904,2.2286,-847.4121,437.6831,-329.6509
487471480,-2.7288,-0.6375,3.8611,-695.1904,232.9712,-190.3687
487481482,-2.3022,1.1171,5.6995,-232.0557,-92.8345,36.6821
487491477,-1.4497,1.3220,5.2156,179.3213,-282.8369,144.9585
487501480,-0.5984,0.3955,3.6695,702.1484,-559.6924,183.8379
487511481,-0.5520,-0.1663,2.5150,928.7720,-678.5889,189.2700
487521480,-0.6162,-0.8375,-0.5002,1032.4707,-536.8652,171.0205
487531481,0.1016,-1.4734,-3.6179,779.6631,-197.9980,167.1753
487541480,1.1626,-1.2952,-5.9133,-13.6719,351.4404,-44.6167
487551481,1.1775,-1.0157,-4.4501,-514.0991,551.8188,-224.8535
487561477,0.7073,-1.1700,-1.1921,-862.1216,579.5898,-377.8076
487571480,-0.3699,-1.7811,-0.1342,-889.7705,519.5312,-465.5762
487581485,-1.5120,-1.9336,2.0845,-871.0937,310.4858,-445.2515
487591480,-2.7173,-1.0486,4.6226,-744.8730,99.9146,-373.5962
487601490,-3.3159,0.5314,7.1390,-183.1055,-218.6890,-121.6431
487611485,-2.9426,0.7036,6.9476,277.2827,-397.7661,29.3579
487621481,-1.8091,-0.6905,4.5936,880.0049,-607.7271,154.4189
487631481,-1.7163,-1.2945,3.4171,1046.3867,-696.4111,189.1479
487641480,-1.8806,-1.7642,2.2249,1185.6079,-808.0444,222.9004
487651481,-1.9294,-1.6373,1.2484,1241.3330,-812.3779,256.5308
487661477,-1.0308,-1.8389,-2.5905,1113.2813,-431.2134,275.6958
487671485,-0.4424,-1.8746,-5.5422,684.2041,-45.8374,230.4687
487681482,0.8272,-1.2510,-5.9365,-208.4351,501.4038,73.9746
487691485,1.1428,-1.1207,-3.8320,-706.2378,721.4355,-93.8721
487701480,1.1040,-0.8904,-1.2949,-1027.8931,805.1147,-231.9336
487711485,0.4380,-1.1465,0.0535,-1080.9326,830.5664,-417.3584
487721480,-0.5825,-1.4998,0.5423,-1077.0264,797.7295,-511.6577
487731485,-2.5090,-1.9256,1.9393,-970.8862,572.3877,-515.7471
487741481,-3.3799,-1.4454,4.1065,-789.3677,236.6333,-354.1260
487751482,-3.1643,1.0190,7.2344,-213.2568,-252.6855,-6.9580
487761481,-1.6116,1.5727,6.6717,311.2793,-429.9316,156.5552
487771481,-0.2983,0.0136,3.9786,877.8076,-589.7827,158.9355
