t,ax,ay,az,gx,gy,gz
217101485,-0.4399,0.2402,0.5152,-456.3599,507.5073,-146.1792
217111480,-0.7014,0.1342,0.7737,-396.4844,440.6128,-148.8647
217121482,-0.8945,0.1415,1.0211,-282.3486,313.1104,-138.0005
217131481,-0.8896,0.1818,1.0963,-214.6606,236.5723,-114.6240
217141481,-0.7119,0.1877,1.1463,-147.6440,131.6528,-70.2515
217151485,-0.5491,0.2124,1.2064,-107.7881,66.1011,-51.0254
217161501,-0.3743,0.0983,1.5484,-53.2837,-77.2705,-50.3540
217171481,-0.3984,0.0993,2.1075,-1.5259,-237.7319,-60.2417
217181482,-0.6738,0.0524,3.1434,173.5840,-521.9727,-107.2998
217191482,-0.8984,-0.0857,3.5853,372.3755,-668.3960,-148.1934
217201485,-1.3293,-0.2488,3.7122,656.6162,-785.8276,-198.3643
217211481,-1.5022,-0.3431,3.4793,809.6924,-785.2783,-188.1104
217221485,-1.5293,-0.3960,2.9586,951.2939,-741.4551,-133.4229
217231481,-1.4184,-0.1941,1.4310,1128.8452,-570.9839,-63.9038
217241485,-1.1841,-0.1626,-0.4040,1183.3496,-308.5937,-29.0527
217251480,0.0212,-0.7295,-3.6440,755.8594,231.2012,82.9468
217261480,0.7424,-1.0667,-4.3896,14.8315,514.9536,12.2070
217271485,-0.0254,-0.9849,-2.3061,-923.4619,690.9790,-317.8711
217281482,-1.0444,-0.9632,-0.6198,-1218.3228,718.2617,-394.2261
217291481,-1.9709,-0.6922,1.5369,-1281.7993,633.7891,-155.8838
217301480,-1.5124,-0.2833,2.7518,-978.5156,548.1567,76.8433
217311482,-0.4123,0.6398,2.5233,-270.3247,420.5322,156.3110
217321480,-0.1641,0.5781,1.9522,-53.7720,229.7974,67.0776
217331477,-0.2205,0.7897,2.5665,33.0811,-101.4404,25.4517
217341482,-0.0759,0.9948,2.6929,257.8735,-299.1943,59.3872
217351481,-0.1438,0.7409,1.9385,575.9277,-536.3159,24.6582
