t,ax,ay,az,gx,gy,gz
135679487,-0.2075,0.1097,1.0861,-18.3716,6.1646,-8.9722
135689482,-0.2465,0.0990,1.0766,-12.8784,3.6011,-14.5874
135699487,-0.2766,0.0814,1.0285,-10.8032,1.2817,-14.5264
135709487,-0.3234,0.0804,0.9808,-10.6201,-10.4370,-15.6860
135719482,-0.3723,0.0714,0.9818,-13.0615,-20.6909,-15.3198
135729482,-0.4057,0.0462,1.0072,-13.3057,-32.4707,-8.9722
135739482,-0.3913,0.0594,1.0001,-17.8223,-33.6914,-2.5024
135749482,-0.3698,0.0726,1.0233,-20.5078,-51.2695,2.1973
135759482,-0.3796,0.0931,0.9555,-9.3994,-78.4302,1.2817
135769482,-0.3757,0.1197,0.9059,-2.1973,-181.3965,-1.2817
135779482,-0.4518,0.0750,0.8947,20.0195,-292.5415,-10.6201
135789477,-0.5060,0.0211,0.9103,62.2559,-514.9536,-14.8315
135799482,-0.5036,-0.0087,0.9057,101.0742,-678.6499,-10.1318
135809482,-0.3290,0.0575,0.7211,161.5601,-916.3208,9.5825
135819482,-0.1567,0.0760,0.5148,201.7822,-1061.2793,21.3623
135829482,0.1341,0.1371,0.3795,249.8169,-1243.1641,26.6724
135839482,0.0057,0.0853,0.3488,294.6167,-1325.8057,20.9351
135849482,-0.0427,0.0240,0.2404,346.6797,-1369.6899,49.6216
135859482,0.2979,-0.0592,-0.2584,382.2632,-1394.6533,144.2871
135869482,0.4019,-0.0255,-0.8815,398.9868,-1391.2354,186.0352
135879487,0.9549,-0.0758,-2.0401,358.3374,-1335.8154,266.7847
135889485,1.4700,-0.1947,-2.4462,256.5918,-1241.5161,299.9268
135899486,2.2547,0.0704,-1.9698,49.8047,-1089.9048,293.1519
135909477,2.5267,0.2711,-1.2399,-10.0708,-1019.9585,228.2715
135919481,2.1619,0.4337,-0.2482,-28.5645,-889.4043,87.4023
135929487,1.6556,0.3582,0.1759,-12.0239,-788.8184,11.9629
135939481,0.5711,0.0665,0.5087,42.2363,-643.4326,-85.1440
135949482,-0.1662,-0.0846,0.2453,92.4072,-533.6914,-111.0840
135959481,-0.9604,-0.2897,-0.6324,143.4326,-380.3711,-88.4399
135969482,-1.0458,-0.2785,-1.1691,144.5923,-301.9409,-40.3442
135979481,-0.7575,-0.2670,-1.6554,117.2485,-215.8813,21.2402
135989482,-0.4318,-0.1986,-1.7855,75.8667,-163.6963,48.6450
135999482,-0.0197,-0.1195,-1.6639,27.3438,-92.2241,53.7109
136009482,0.0565,-0.0981,-1.4613,3.9673,-24.4141,38.4521
136019481,0.2542,-0.0248,-1.4525,-22.5830,137.4512,20.0806
136029477,0.3004,-0.0185,-1.3736,-54.5654,264.6484,-2.3193
136039481,0.2193,-0.0453,-1.3150,-85.0830,454.8950,-34.6680
136049482,0.1026,-0.0417,-1.4430,-103.9429,568.4204,-48.4619
136059481,-0.2011,-0.0202,-1.5868,-146.9727,686.2793,-50.9644
136069487,-0.3159,-0.0295,-1.2264,-171.3867,713.6841,-41.3818
136079504,0.0069,-0.0304,-0.8668,-180.2368,758.1177,-14.8315
136089487,0.8865,0.0011,-0.5734,-196.6553,882.9956,7.0190
136099541,1.2752,0.0555,-0.2699,-214.4165,997.0703,-5.3101
136109477,1.6336,0.2174,-0.0309,-215.8203,1216.8579,-40.1611
136119482,1.6238,0.2035,-0.2438,-190.3076,1354.9805,-68.6035
136129482,1.4439,0.0555,-1.0480,-179.4434,1547.0581,-82.9468
136139481,1.3108,0.0211,-1.4361,-205.7495,1612.0605,-74.6460
136149483,0.6175,-0.0387,-1.0758,-265.1978,1532.3486,-50.3540
136159481,-0.0407,-0.0072,-0.3053,-262.4512,1376.7700,-33.8745
136169482,-0.2607,0.0743,0.3834,-195.8618,1044.0063,-1.5259
136179486,-0.4951,0.0794,0.5043,-127.3804,818.1152,-16.6626
136189482,-0.6308,0.0055,0.4999,-103.5767,602.3560,-19.9585
136199536,-0.7260,-0.0121,0.9142,-105.7129,508.7280,-19.3481
136209482,-0.6435,-0.0734,1.4000,-81.9092,451.1719,-8.2397
136219481,-0.3588,-0.0407,1.5287,-68.1152,426.3916,5.1880
136229482,-0.0869,0.0318,1.2687,-25.3906,356.2622,0.7324
136239481,-0.0038,0.0091,0.9872,-5.5542,282.5317,-14.1602
136249483,-0.0766,-0.0109,0.7370,-7.9346,167.5415,-32.4097
136259481,-0.2067,0.0143,0.6671,-20.3857,86.6699,-35.4004
136269482,-0.4411,-0.0202,0.7916,-24.9634,-43.8232,-43.6401
136279486,-0.4435,-0.0382,0.8996,-27.0996,-99.2432,-40.4663
136289487,-0.5871,-0.0502,1.2272,-31.3721,-106.7505,-36.0107
136299481,-0.5624,-0.0785,1.3822,-42.0532,-49.2554,-14.6484
136309482,-0.4924,-0.0407,1.5202,-46.8140,16.6016,2.5024
136319482,-0.3708,-0.0182,1.4848,-26.3672,66.7114,20.2637
136329482,-0.2902,-0.0226,1.3131,-8.6060,64.0869,23.3765
136339482,-0.0983,0.0291,1.0634,3.9062,18.3105,20.0195
136349477,-0.0126,0.0543,0.9633,9.8267,-26.2451,7.3242
136359481,-0.0395,0.0479,0.9352,17.1509,-105.2246,-16.8457
136369477,-0.0934,0.0260,0.9288,25.2075,-139.5264,-28.3203
136379481,-0.0761,-0.0053,0.9581,11.9019,-123.4741,-26.0620
136389482,-0.0505,-0.0160,1.0634,-4.0894,-70.8008,-20.7520
136399481,-0.0007,-0.0041,1.2279,-29.1748,21.0571,-7.6294
136409482,-0.0195,0.0299,1.2995,-32.1655,55.6030,-4.5776
136419481,-0.0961,-0.0028,1.1405,-15.1978,59.9365,-7.6294
136429482,-0.1616,0.0018,1.0892,-14.2212,39.4897,-9.5215
136439481,-0.2250,0.0094,1.0609,-8.7891,-8.0566,-10.1318
136449482,-0.2538,0.0040,1.0570,-6.2256,-42.9688,-9.2773
