t,ax,ay,az,gx,gy,gz
239009482,-0.7624,0.0418,0.7101,7.6904,-25.3906,-9.3994
239019482,-0.7338,0.0445,0.7016,1.9531,-19.4092,-4.3945
239029487,-0.7133,0.0457,0.7413,-10.7422,-6.6528,-3.9673
239039482,-0.7387,0.0272,0.8024,-13.0005,-6.3477,-5.9814
239049482,-0.7241,0.0299,0.8366,-12.0239,0.8545,-0.4272
239059482,-0.6445,0.0406,0.8275,-15.7471,5.9204,6.6528
239069482,-0.5974,0.0660,0.8124,-13.3057,0.1221,-0.1221
239079482,-0.6181,0.0626,0.7897,-11.7187,-16.1133,-5.4932
239089482,-0.6469,0.0816,0.7269,-6.5918,-56.2744,-11.5356
239099487,-0.6481,0.0846,0.7225,-6.4087,-98.5107,-16.4185
239109477,-0.7231,0.0501,0.6935,1.6479,-187.7441,-28.3203
239119482,-0.8271,0.0221,0.7035,6.8970,-276.6113,-36.0107
239129483,-1.0776,-0.0470,0.8991,20.9961,-457.9468,-49.6826
239139482,-1.2099,-0.0766,0.9704,44.9829,-580.8716,-38.4521
239149483,-1.2128,-0.0683,0.9555,78.3691,-738.7695,-5.1270
239159482,-1.1271,-0.0595,0.9347,97.4731,-823.8525,16.9678
239169482,-0.9870,-0.0107,0.8605,121.0938,-892.3950,41.6870
239179482,-0.6562,-0.0273,0.6708,155.2124,-984.2529,76.4160
239189482,-0.5270,-0.0133,0.5382,176.7578,-1046.9971,84.5337
239199479,-0.3889,-0.0810,0.1779,227.3560,-1127.6245,104.4922
239209482,-0.1889,-0.1598,-0.1351,247.0093,-1164.1235,135.3760
239219482,0.1507,-0.0902,-0.5641,245.9717,-1191.5894,193.1152
239229482,0.4815,-0.1398,-0.8546,237.6099,-1181.2744,227.0508
239239482,1.0035,-0.0705,-1.2643,194.0308,-1089.2944,262.2681
239249482,1.4463,-0.0431,-1.5633,144.7144,-975.9521,276.2451
239259483,1.8572,-0.0487,-1.2601,26.7944,-821.3501,242.4927
239269482,1.7095,0.0501,-0.8590,-16.9067,-736.0229,185.7910
239279482,1.3484,-0.0334,-0.6847,-4.3335,-711.2427,139.5264
239289483,0.8475,-0.1396,-0.6178,7.7515,-758.0566,115.6616
239299509,0.2886,-0.1037,-0.7430,45.3491,-844.3604,117.7979
239309482,0.2488,-0.2196,-0.9066,67.8711,-877.2583,143.8599
239319483,0.4681,-0.1989,-1.2362,74.8291,-832.7637,170.5322
239329477,0.6729,-0.2206,-1.4400,73.1201,-785.4004,174.0723
239339482,0.7020,-0.2831,-1.7042,70.0073,-710.6323,147.1558
239349483,0.7718,-0.2626,-1.9505,55.4810,-653.5034,135.4370
239359482,0.6797,-0.1886,-2.1747,13.7329,-557.0679,92.5903
239369483,0.3819,-0.2043,-1.9083,-26.6113,-509.3994,60.0586
239379482,-0.0292,-0.2165,-1.4327,-49.4995,-469.4214,46.6309
239389483,-0.1328,-0.2370,-1.1705,-53.5278,-459.3506,57.5562
239399482,-0.1425,-0.2675,-0.9125,-54.0161,-437.0117,69.7632
239409487,0.2488,-0.1686,-0.5902,-60.4858,-363.7695,97.5342
239419487,0.5396,-0.1051,-0.3888,-56.9458,-289.3677,86.1816
239429482,0.7481,-0.0292,-0.1693,-38.2690,-141.9678,38.6963
239439487,0.7598,-0.0080,-0.3963,-20.5688,-12.2070,-1.2817
239449482,0.3697,-0.1027,-0.6566,-15.5029,171.2646,-70.0073
239459482,0.0757,-0.1728,-0.8766,-6.8359,281.7383,-100.0366
239469482,-0.1440,-0.2516,-1.3177,-4.6997,458.5571,-120.9717
239479482,-0.1288,-0.1923,-1.6014,-30.1514,605.1025,-119.5068
239489482,-0.5578,-0.0597,-1.8544,-96.5576,752.6855,-118.4082
239499482,-1.0612,-0.1283,-1.1888,-116.4551,706.6650,-110.4126
239509483,-0.2097,-0.1408,-0.6495,-61.1572,608.8257,-14.2212
239519482,0.9202,-0.0368,-0.7396,-43.7622,629.3945,11.6577
239529482,1.6917,-0.0126,-0.6117,-50.4150,783.9355,-62.5610
239539482,1.4952,0.0265,-0.5726,-47.3633,938.1104,-128.4180
239549482,0.7769,-0.0670,-0.8819,-28.6255,1130.0049,-179.5044
239559482,0.5108,-0.0697,-0.9628,-34.3628,1185.5469,-160.9497
239569482,0.4898,-0.0092,-0.6830,-51.5747,1126.7090,-102.6001
239579482,0.6353,0.0189,-0.1288,-55.3589,967.5903,-64.7583
239589482,1.1026,0.1012,0.5961,2.9907,628.7231,-46.5088
239599483,1.2081,0.0731,0.5082,59.6313,470.3369,-68.2983
239609482,1.0838,0.0001,0.2677,83.1299,425.8423,-92.0410
239619482,1.1871,-0.0556,0.3700,70.9229,515.5029,-85.8154
239629482,1.9029,-0.0570,0.3104,56.0303,754.4556,-64.0869
239639482,2.2237,-0.0509,0.1564,49.6216,886.7187,-77.0874
239649482,2.2645,-0.0473,-0.0253,45.4712,950.9888,-101.9897
239659487,1.8680,-0.0263,-0.2357,44.0674,925.1099,-146.1182
239669482,1.4234,0.0247,-0.3011,35.1563,868.4082,-168.7622
239679483,0.6614,0.0814,-0.2689,32.1655,779.3579,-198.0591
239689482,0.2073,0.0894,-0.1185,25.9399,714.7827,-204.0405
239699487,-0.2822,0.0914,0.1132,20.8130,658.0200,-185.6689
239709534,-0.1459,0.1288,0.3685,8.6060,651.7944,-155.2124
239719483,0.0931,0.1153,0.4953,18.7988,649.6582,-148.4375
239729483,0.1399,0.1200,0.5282,24.6582,647.1558,-159.9121
239739483,0.1365,0.0763,0.4074,21.6675,630.1880,-166.0767
239749482,-0.0493,0.0467,0.3251,8.9722,605.6519,-169.7998
239759482,-0.3398,0.0518,0.2489,-9.2773,556.0303,-169.9829
239769482,-0.4985,0.0213,0.1962,-8.8501,517.8833,-170.6543
239779482,-0.8107,0.0130,0.0370,-22.7661,466.7358,-166.1377
239789483,-0.9572,0.0011,-0.1439,-31.8604,452.0874,-154.1138
239799477,-1.0617,-0.0087,0.0790,-57.5562,412.4146,-144.2871
239809482,-1.1476,0.0318,0.0770,-57.6782,379.5166,-133.3618
239819482,-1.2370,0.0074,0.2272,-62.8662,308.8989,-135.9863
239829482,-1.4055,-0.0343,0.4193,-62.5610,255.0049,-143.6157
239839483,-1.6933,-0.0832,0.5338,-45.1660,202.2705,-147.7051
239849477,-1.9943,-0.2028,0.4718,-29.2969,180.2368,-142.0288
239859482,-2.0556,-0.1896,0.3551,-34.6680,169.6167,-78.1860
239869482,-1.7858,-0.1110,0.2167,-34.1187,152.4048,-39.1846
239879482,-1.4597,-0.0941,0.2333,-37.0483,124.5117,-17.2729
239889488,-0.8500,-0.0109,0.3436,-35.2783,98.3276,-5.6152
239899481,-0.5820,0.0206,0.3419,-31.1279,86.0596,-21.6675
239909487,-0.6166,-0.0138,0.4047,-33.0811,84.0454,-60.6079
239919482,-0.8056,-0.0045,0.3568,-32.8979,94.2993,-78.0029
239929482,-1.1403,-0.0805,0.2968,-45.0439,97.5342,-87.8296
239939481,-1.3598,-0.1298,0.3703,-49.3774,94.5435,-87.5244
239949487,-1.6091,-0.1476,0.3236,-50.9644,76.2939,-57.1289
239959481,-1.6235,-0.1366,0.3732,-54.0771,53.4668,-32.4097
239969482,-1.5002,-0.0780,0.4950,-47.6685,21.4233,-1.9531
239979481,-1.3574,-0.0915,0.5165,-38.5742,6.5308,11.0474
239989487,-1.1325,-0.0585,0.4769,-30.1514,-0.6104,27.5269
239999476,-0.8979,-0.0212,0.4254,-26.3672,-7.3242,30.6396
