t,ax,ay,az,gx,gy,gz
203239482,-0.3234,0.0553,1.1315,-20.1416,9.7656,-6.4087
203249487,-0.3261,0.0465,1.1173,-13.6719,9.8877,-3.7842
203259487,-0.3259,0.0616,1.0372,-6.4087,7.7515,-1.0986
203269483,-0.3137,0.0404,0.9845,-2.5635,4.9438,0.7935
203279482,-0.2802,0.0335,0.9772,-12.5122,6.1035,5.1270
203289483,-0.2582,0.0438,1.0162,-17.3950,4.6997,5.0049
203299482,-0.2695,0.0367,1.0700,-16.8457,-2.9297,1.7090
203309483,-0.2656,0.0506,1.0768,-13.7939,-9.8877,0.4883
203319482,-0.2487,0.0511,1.0556,-10.4370,-18.7988,-0.4883
203329477,-0.2250,0.0396,1.0204,-6.8970,-39.4287,-3.2349
203339477,-0.2209,0.0511,0.9984,-8.1177,-53.1006,-4.9438
203349483,-0.2265,0.0435,1.0009,-10.9253,-74.4019,-9.0942
203359482,-0.2541,0.0343,1.0116,-12.4512,-92.1021,-11.5356
203369482,-0.2648,0.0343,1.0282,-11.6577,-134.7046,-10.8643
203379482,-0.2470,0.0326,1.0416,-9.3384,-182.4341,-11.1694
203389482,-0.2651,0.0221,1.1176,6.5918,-286.0107,-18.8599
203399482,-0.2236,0.0059,1.1032,19.7754,-355.9570,-19.5923
203409487,-0.1181,0.0326,1.0372,34.8511,-461.2427,-20.9961
203419482,-0.0830,0.0616,0.9926,45.4102,-533.4473,-23.7427
203429482,-0.0395,0.0650,0.9196,61.2183,-644.2261,-24.1699
203439482,-0.0165,0.0877,0.9164,72.2046,-718.1396,-21.8506
203449482,0.0740,0.1036,0.8939,103.6377,-821.9604,-13.0615
203459535,0.1590,0.1292,0.8134,128.8452,-881.4087,-6.8970
203469482,0.1712,0.0809,0.4938,173.4009,-933.6548,5.1880
203479482,0.1937,0.0006,0.2750,181.8848,-945.9229,29.2358
203489482,0.3223,-0.0031,-0.0255,167.3584,-952.3926,75.4395
203499482,0.4844,-0.0082,-0.2008,154.9072,-952.3315,105.0415
203509482,0.8682,-0.0036,-0.5672,129.2725,-942.1387,143.5547
203519482,1.1773,0.0267,-0.7323,102.0508,-947.4487,156.6772
203529482,1.5049,0.0523,-0.7076,67.3218,-964.9048,139.3433
203539482,1.5984,0.0838,-0.6283,56.5796,-965.0269,117.1875
203549482,1.6031,0.0594,-0.6002,49.7437,-932.9224,89.8438
203559482,1.5430,0.0750,-0.4650,27.1606,-838.2568,45.7153
203569487,1.3191,0.0860,-0.3177,16.1743,-753.2349,13.8550
203579482,0.7671,0.0433,-0.2872,30.9448,-648.2544,-28.3813
203589487,0.2620,0.0081,-0.4012,44.0674,-600.3418,-44.5557
203599482,-0.2790,-0.0265,-0.6026,71.3501,-576.3550,-45.4102
203609477,-0.4755,-0.0817,-0.7796,84.7168,-563.9648,-30.3955
203619487,-0.4765,-0.0641,-1.1107,94.9097,-522.7051,-0.7324
203629482,-0.4221,-0.1193,-1.2486,84.2285,-482.9102,14.8315
203639482,-0.3696,-0.1049,-1.2518,62.6221,-417.6636,34.3018
203649487,-0.2421,-0.1015,-1.3033,53.8940,-374.2065,45.2271
203659487,-0.1352,-0.1134,-1.3170,38.9404,-329.0405,44.5557
203669487,-0.1660,-0.0959,-1.2533,26.2451,-312.9272,44.1284
203679492,-0.1745,-0.0544,-1.0900,10.8643,-307.1899,44.7998
203689482,-0.1599,-0.0160,-0.9259,13.2446,-309.8755,41.2598
203699487,-0.0441,0.0047,-0.8780,24.9634,-276.7334,35.3394
203709482,-0.0092,-0.0275,-0.8170,20.2637,-236.8774,23.9258
203719477,-0.0798,-0.0434,-0.6310,18.3716,-166.1987,2.2583
203729477,-0.1179,-0.0722,-0.5741,23.6816,-117.4316,-13.1836
203739487,-0.3383,-0.1476,-0.6266,42.7246,-65.5518,-35.8276
203749482,-0.5029,-0.1794,-0.8251,53.4058,-26.9165,-38.3911
203759494,-0.4865,-0.2189,-1.3312,41.6260,28.9917,-23.1323
203769487,-0.4943,-0.2065,-1.4667,14.2822,48.2178,-17.1509
203779482,-0.4829,-0.1440,-1.4086,-15.6250,72.6318,-11.5356
203789482,-0.4057,-0.0961,-1.2753,-45.1660,126.8311,-11.3525
203799477,-0.3845,-0.0512,-1.1002,-59.3872,176.8799,-15.5640
203809482,-0.2219,-0.0439,-0.9381,-61.0962,293.1519,-25.1465
203819482,0.0079,-0.0675,-1.0511,-55.0537,412.5366,-39.2456
203829482,0.2303,-0.0763,-1.2616,-65.2466,656.4941,-76.5381
203839483,0.2869,-0.0890,-1.4913,-77.3315,850.9521,-100.6470
203849482,0.1917,-0.0204,-1.9862,-111.5723,1103.6377,-123.4741
203859482,-0.1328,-0.0663,-2.1485,-141.7236,1190.6738,-124.7559
203869531,-0.6301,-0.2316,-1.4774,-189.7583,1155.5786,-85.1440
203879482,-0.2060,-0.2321,-0.6427,-197.9370,1067.9932,-29.4189
203889485,1.0123,0.0174,0.0053,-140.7471,921.5698,2.4414
203899481,1.5347,0.0799,-0.1481,-83.1299,859.8633,-26.1841
203909483,1.5403,0.0753,-0.7416,-44.3115,852.7832,-94.4214
